LAT,LON,YEAR,MO,DY,T2M_MAX,T2M_MIN,T2M,PRECTOT,QV2M,RH2M,PS,WS50M_RANGE,WS10M_RANGE,WS50M,WS10M,T2M_RANGE
52.22961,21.01811,2019,09,18,   15.53,    7.35,   10.66,    1.71,    5.49,   68.40,   99.82,    7.47,    7.03,   11.98,    8.90,    8.18
52.22961,21.01811,2019,09,19,   13.26,    5.68,    9.39,    0.86,    5.50,   75.23,  100.70,    1.70,    2.84,    6.74,    4.64,    7.58
52.22961,21.01811,2019,09,20,   13.06,    4.54,    8.70,    0.37,    4.90,   70.52,  101.00,    3.14,    3.12,    5.63,    3.94,    8.52
52.22961,21.01811,2019,09,21,   16.75,    8.28,   11.92,    0.62,    6.81,   78.63,  100.77,    3.12,    4.71,    7.58,    5.11,    8.47
52.22961,21.01811,2019,09,22,   21.85,    7.12,   13.93,    0.02,    6.37,   64.28,  100.37,    3.87,    2.59,    4.25,    2.82,   14.73
52.22961,21.01811,2019,09,23,   16.50,    6.47,   11.26,    0.05,    6.15,   74.02,  100.41,    2.72,    3.96,    6.94,    4.70,   10.03
52.22961,21.01811,2019,09,24,   17.48,    2.82,    9.79,    0.00,    4.39,   58.26,  100.27,    4.15,    1.82,    5.45,    3.51,   14.66
52.22961,21.01811,2019,09,25,   16.92,    5.97,   11.24,    1.30,    6.12,   73.20,   99.62,    3.74,    3.22,    4.62,    3.24,   10.95
52.22961,21.01811,2019,09,26,   16.59,   11.30,   13.26,    3.48,    8.66,   90.58,   99.66,    2.16,    1.95,    1.62,    1.14,    5.29
52.22961,21.01811,2019,09,27,   18.83,   10.43,   14.39,    3.91,    8.26,   80.55,  100.02,    6.25,    4.06,    4.43,    3.00,    8.39
52.22961,21.01811,2019,09,28,   19.20,   11.20,   14.86,    4.36,    8.43,   79.60,   99.76,    2.74,    3.86,    6.71,    4.28,    8.00
52.22961,21.01811,2019,09,29,   18.54,   10.10,   14.27,    1.92,    7.78,   75.91,   99.34,    3.70,    4.30,    8.52,    5.86,    8.44
52.22961,21.01811,2019,09,30,   17.53,   10.36,   13.93,   14.93,    8.55,   84.34,   98.19,   10.86,    9.92,   13.47,    9.78,    7.17
52.22961,21.01811,2019,10,01,   17.42,    9.02,   13.85,    0.88,    7.14,   71.48,   99.06,    4.03,    3.12,   10.14,    7.16,    8.40
52.22961,21.01811,2019,10,02,   18.07,    8.23,   13.46,    6.47,    8.43,   86.29,   98.81,    3.58,    3.02,    7.28,    5.21,    9.84
52.22961,21.01811,2019,10,03,   13.09,    5.27,    8.73,    0.70,    5.54,   78.30,   99.59,    2.74,    2.46,    5.12,    3.51,    7.82
52.22961,21.01811,2019,10,04,   12.66,    4.99,    8.18,    0.40,    5.24,   77.04,   99.82,    4.99,    2.96,    3.14,    2.34,    7.68
52.22961,21.01811,2019,10,05,   12.02,    5.49,    8.10,    0.21,    4.79,   70.87,   99.81,    3.66,    3.12,    5.80,    3.96,    6.53
52.22961,21.01811,2019,10,06,    9.42,    2.30,    5.13,    0.11,    3.66,   66.93,  100.44,    5.93,    4.40,    4.83,    3.58,    7.12
52.22961,21.01811,2019,10,07,    8.16,    1.89,    4.61,    0.88,    4.02,   76.09,  100.41,    5.66,    4.21,    5.17,    3.25,    6.27
52.22961,21.01811,2019,10,08,    9.85,    0.61,    5.74,    2.61,    4.29,   74.74,   99.87,    6.17,    5.42,    8.67,    6.11,    9.24
52.22961,21.01811,2019,10,09,   16.25,    7.77,   11.25,    5.63,    6.91,   82.34,   99.46,    5.26,    4.90,    7.05,    4.82,    8.48
52.22961,21.01811,2019,10,10,   13.71,    7.06,   10.32,    3.75,    6.65,   84.41,   99.51,    4.51,    4.79,    9.03,    6.32,    6.66
52.22961,21.01811,2019,10,11,   15.76,    6.46,   10.63,    0.08,    6.08,   76.06,  100.18,    4.35,    3.61,    9.03,    6.61,    9.30
52.22961,21.01811,2019,10,12,   20.12,    9.26,   13.82,    0.00,    6.74,   68.19,   99.87,    3.80,    4.71,   10.06,    6.92,   10.87
52.22961,21.01811,2019,10,13,   22.85,    9.81,   15.04,    0.05,    7.87,   73.76,  100.25,    3.07,    3.48,    7.56,    4.60,   13.04
52.22961,21.01811,2019,10,14,   23.51,   10.70,   16.13,    0.01,    8.63,   75.48,  100.29,    6.66,    4.54,    5.79,    3.91,   12.81
52.22961,21.01811,2019,10,15,   21.40,    9.92,   14.59,    0.03,    7.87,   75.77,   99.98,    6.21,    4.29,    7.12,    4.51,   11.48
52.22961,21.01811,2019,10,16,   21.10,    9.60,   13.67,    0.17,    8.02,   81.71,   99.74,    3.86,    4.48,    8.52,    5.82,   11.50
52.22961,21.01811,2019,10,17,   17.23,    7.03,   11.75,    0.00,    6.29,   73.14,  100.26,    3.17,    3.23,    6.94,    4.40,   10.20
52.22961,21.01811,2019,10,18,   19.06,    7.82,   12.30,    0.00,    6.60,   73.87,  100.07,    3.85,    1.45,    4.70,    2.75,   11.24
52.22961,21.01811,2019,10,19,   18.66,    8.35,   12.70,    0.05,    7.39,   80.54,  100.03,    6.73,    3.25,    3.92,    2.35,   10.31
52.22961,21.01811,2019,10,20,   21.77,    8.18,   13.82,    0.02,    7.80,   79.02,  100.16,    3.67,    1.98,    5.54,    3.24,   13.58
52.22961,21.01811,2019,10,21,   22.61,    9.35,   15.08,    0.02,    8.41,   78.80,  100.51,    4.69,    2.24,    3.19,    2.00,   13.26
52.22961,21.01811,2019,10,22,   21.30,    9.11,   14.31,    0.02,    8.47,   83.71,  100.82,    3.05,    1.49,    3.07,    2.05,   12.20
52.22961,21.01811,2019,10,23,   17.04,    8.47,   11.78,    0.09,    8.00,   93.16,  100.76,    6.51,    2.72,    3.43,    1.97,    8.57
52.22961,21.01811,2019,10,24,   19.39,    8.43,   12.46,    0.14,    8.20,   90.88,  100.20,    3.81,    1.74,    6.95,    4.07,   10.95
52.22961,21.01811,2019,10,25,   17.46,    7.52,   11.37,    0.02,    7.63,   91.05,  100.42,    2.14,    2.32,    5.99,    3.57,    9.94
52.22961,21.01811,2019,10,26,   19.40,    7.84,   12.35,    0.03,    7.27,   81.47,  100.54,    4.21,    4.55,    7.69,    4.67,   11.56
52.22961,21.01811,2019,10,27,   19.58,    8.27,   12.15,    0.67,    7.01,   79.18,   99.97,    6.15,    5.15,    8.68,    6.18,   11.31
52.22961,21.01811,2019,10,28,   10.94,    5.76,    7.68,    0.48,    5.48,   83.82,  100.30,    3.84,    3.97,    7.42,    5.47,    5.18
52.22961,21.01811,2019,10,29,    8.72,   -0.01,    5.14,    0.46,    4.71,   86.18,  100.67,    4.51,    1.99,    4.25,    2.72,    8.72
52.22961,21.01811,2019,10,30,    7.92,   -0.33,    2.67,    0.08,    3.73,   81.87,  101.35,    2.84,    2.30,    4.78,    3.27,    8.25
52.22961,21.01811,2019,10,31,    7.48,   -1.54,    2.08,    0.02,    3.40,   77.87,  101.29,    3.69,    2.44,    4.26,    2.68,    9.02
52.22961,21.01811,2019,11,01,    7.56,   -3.51,    1.36,    0.00,    3.05,   73.07,  100.68,    5.94,    3.58,    5.76,    3.63,   11.07
52.22961,21.01811,2019,11,02,    9.68,    0.62,    5.38,    0.12,    4.40,   77.84,   98.95,    2.49,    2.22,    8.71,    6.36,    9.06
52.22961,21.01811,2019,11,03,   15.42,    7.03,   11.00,    0.26,    6.99,   83.74,   98.32,    4.01,    2.17,    8.07,    5.58,    8.39
52.22961,21.01811,2019,11,04,   14.49,    8.57,   11.22,    3.03,    7.91,   92.79,   97.82,    1.81,    2.09,    8.03,    5.47,    5.92
52.22961,21.01811,2019,11,05,   13.23,    6.50,    8.99,    1.47,    6.50,   89.09,   98.24,    6.06,    6.09,    7.53,    4.85,    6.72
52.22961,21.01811,2019,11,06,   11.45,    4.95,    7.59,    0.29,    5.63,   85.22,   98.59,    5.41,    5.08,    7.24,    4.96,    6.50
52.22961,21.01811,2019,11,07,   11.43,    3.19,    6.02,    0.03,    5.13,   87.17,   99.35,    6.11,    2.81,    3.78,    2.47,    8.24
52.22961,21.01811,2019,11,08,    7.69,    1.58,    5.08,    0.18,    5.30,   96.53,   99.82,    4.44,    3.56,    5.95,    4.34,    6.11
52.22961,21.01811,2019,11,09,   10.78,    5.67,    7.76,    0.86,    6.13,   92.48,   99.42,    3.26,    2.54,    5.76,    3.40,    5.11
52.22961,21.01811,2019,11,10,    8.28,    4.22,    5.96,    5.70,    5.33,   91.40,   99.84,    3.41,    1.93,    4.30,    2.95,    4.05
52.22961,21.01811,2019,11,11,    6.05,    0.42,    3.37,    1.61,    4.48,   92.29,  100.14,    6.39,    3.56,    4.76,    3.15,    5.63
52.22961,21.01811,2019,11,12,    9.30,    1.16,    5.20,    2.28,    4.96,   89.59,   99.75,    3.92,    3.15,    7.69,    5.56,    8.14
52.22961,21.01811,2019,11,13,   10.96,    8.49,    9.65,    9.19,    7.26,   95.81,   98.94,    3.77,    3.74,    8.57,    5.47,    2.47
52.22961,21.01811,2019,11,14,    8.48,    2.79,    4.88,    0.41,    4.91,   90.73,   99.82,    6.60,    5.35,    5.23,    3.46,    5.69
52.22961,21.01811,2019,11,15,    8.08,    2.88,    5.95,    1.46,    5.56,   95.56,  100.10,    2.85,    2.55,    6.42,    4.56,    5.21
52.22961,21.01811,2019,11,16,   12.32,    6.03,    8.47,    0.14,    6.59,   95.21,  100.05,    3.56,    4.33,    8.03,    5.61,    6.29
52.22961,21.01811,2019,11,17,   13.36,    6.52,    8.81,    0.08,    6.67,   94.48,  100.41,    7.38,    4.68,    6.15,    4.24,    6.83
52.22961,21.01811,2019,11,18,   13.13,    6.93,    8.56,    0.15,    6.35,   91.15,  100.00,    3.40,    3.22,    7.63,    5.65,    6.19
52.22961,21.01811,2019,11,19,   12.71,    5.37,    7.63,    0.07,    5.88,   90.69,  100.75,    4.81,    2.89,    6.46,    4.31,    7.33
52.22961,21.01811,2019,11,20,    9.40,    5.46,    7.36,    0.29,    6.05,   95.03,  100.76,    4.91,    3.55,    8.06,    6.19,    3.94
52.22961,21.01811,2019,11,21,    7.91,    2.95,    5.78,    0.89,    4.88,   85.26,  100.52,    2.87,    2.43,   12.81,    9.98,    4.96
52.22961,21.01811,2019,11,22,    2.59,   -2.31,    0.57,    0.23,    3.00,   76.22,  100.74,    2.02,    2.04,   10.60,    8.30,    4.90
52.22961,21.01811,2019,11,23,    1.67,   -3.30,   -0.99,    0.18,    2.87,   81.37,  100.57,    2.07,    1.82,    9.17,    7.21,    4.97
52.22961,21.01811,2019,11,24,    2.44,   -1.23,    0.04,    0.32,    3.43,   90.20,  100.40,    2.25,    1.99,    7.61,    6.06,    3.67
52.22961,21.01811,2019,11,25,    2.50,   -0.89,    0.47,    0.40,    3.60,   91.52,  100.24,    1.07,    0.96,    5.52,    4.40,    3.40
52.22961,21.01811,2019,11,26,    3.28,   -0.07,    1.33,    0.25,    3.88,   92.33,   99.92,    0.84,    1.26,    4.67,    3.72,    3.35
52.22961,21.01811,2019,11,27,    4.83,    1.57,    3.16,    0.25,    4.68,   97.04,   99.16,    1.94,    1.70,    6.02,    4.60,    3.26
52.22961,21.01811,2019,11,28,    6.88,    3.56,    5.21,    0.35,    5.47,   97.40,   98.47,    2.66,    1.55,    7.14,    4.82,    3.31
52.22961,21.01811,2019,11,29,    8.56,    2.11,    5.19,    0.41,    4.98,   88.65,   98.39,    5.19,    3.25,    9.27,    6.77,    6.45
52.22961,21.01811,2019,11,30,    3.12,   -2.39,   -0.08,    0.15,    3.39,   89.52,  100.04,    5.96,    4.28,    8.09,    5.87,    5.50
52.22961,21.01811,2019,12,01,    1.79,   -2.26,   -0.85,    0.27,    3.26,   91.70,  100.79,    2.03,    2.18,    5.31,    3.45,    4.05
52.22961,21.01811,2019,12,02,    1.08,   -0.93,    0.13,    1.10,    3.47,   90.36,  100.09,    4.51,    3.69,    6.92,    4.69,    2.01
52.22961,21.01811,2019,12,03,    1.51,   -3.67,   -1.30,    0.39,    3.22,   93.63,  100.81,    2.53,    2.13,    6.10,    4.23,    5.19
52.22961,21.01811,2019,12,04,    2.60,   -2.65,    0.37,    0.71,    3.67,   94.47,  100.88,    1.78,    1.70,    8.37,    5.93,    5.25
52.22961,21.01811,2019,12,05,    3.03,   -3.09,   -1.18,    0.00,    2.78,   80.29,  100.77,    1.98,    3.03,    8.13,    5.37,    6.11
52.22961,21.01811,2019,12,06,    2.59,   -3.82,   -1.70,    0.00,    2.67,   79.28,   99.96,    1.81,    2.40,    9.16,    6.54,    6.41
52.22961,21.01811,2019,12,07,    4.77,   -2.85,    1.34,    1.53,    3.90,   92.14,   99.21,    5.23,    3.83,   10.47,    7.54,    7.61
52.22961,21.01811,2019,12,08,    6.03,    3.30,    4.57,    1.65,    4.98,   93.49,   99.22,    3.08,    2.70,    9.96,    7.00,    2.72
52.22961,21.01811,2019,12,09,    7.76,    1.20,    4.16,    1.49,    4.84,   93.16,   98.88,    3.42,    3.53,    7.71,    5.02,    6.56
52.22961,21.01811,2019,12,10,    3.99,   -3.30,    1.31,    0.33,    3.88,   92.74,  100.07,    3.81,    4.01,    7.78,    5.62,    7.29
52.22961,21.01811,2019,12,11,    1.14,   -3.96,   -2.60,    0.04,    2.78,   88.82,  100.50,    6.36,    3.20,    5.29,    3.47,    5.10
52.22961,21.01811,2019,12,12,    1.98,   -2.48,   -1.09,    0.12,    3.26,   91.94,   99.36,    3.88,    2.63,    6.21,    4.24,    4.46
52.22961,21.01811,2019,12,13,    1.01,   -0.87,    0.18,    1.89,    3.74,   95.02,   98.10,    4.90,    3.45,    8.46,    6.42,    1.88
52.22961,21.01811,2019,12,14,    2.31,   -0.92,    0.32,    2.21,    3.86,   96.87,   98.02,    4.01,    3.11,    8.01,    6.02,    3.23
52.22961,21.01811,2019,12,15,    3.92,   -0.46,    1.98,    0.52,    4.28,   96.29,   98.98,    4.49,    3.68,    9.17,    6.01,    4.38
52.22961,21.01811,2019,12,16,    4.40,    1.78,    2.78,    0.15,    4.53,   97.20,   99.97,    3.74,    2.93,    6.72,    4.64,    2.62
52.22961,21.01811,2019,12,17,    6.33,    2.39,    4.28,    0.06,    5.17,   99.59,   99.78,    3.31,    1.28,    6.51,    4.06,    3.95
52.22961,21.01811,2019,12,18,   10.16,    3.34,    5.79,    0.15,    5.54,   96.35,  100.16,    3.37,    3.78,    7.12,    4.62,    6.82
52.22961,21.01811,2019,12,19,    5.39,    1.44,    3.25,    0.21,    4.61,   96.74,  100.97,    8.17,    5.31,    4.64,    3.36,    3.95
52.22961,21.01811,2019,12,20,    9.08,    3.24,    5.22,    0.07,    5.26,   94.51,   99.37,    3.32,    1.27,    8.03,    5.96,    5.84
52.22961,21.01811,2019,12,21,    9.45,    2.93,    5.00,    2.07,    5.46,   98.37,   98.13,    8.39,    5.81,    6.09,    4.23,    6.52
52.22961,21.01811,2019,12,22,    7.02,    4.01,    5.23,    4.92,    5.58,   98.36,   97.54,    6.61,    4.68,    4.02,    2.62,    3.01
52.22961,21.01811,2019,12,23,    5.21,    3.43,    4.45,   15.54,    5.16,   96.63,   98.22,    8.09,    6.29,    4.16,    2.96,    1.78
52.22961,21.01811,2019,12,24,    5.14,    2.42,    3.83,    8.73,    4.89,   96.71,   99.25,    3.50,    3.89,    7.63,    5.56,    2.72
52.22961,21.01811,2019,12,25,    3.94,    0.94,    2.02,    0.40,    4.32,   97.44,   99.63,    3.88,    2.71,    4.03,    2.76,    3.00
52.22961,21.01811,2019,12,26,    3.47,    1.81,    2.47,    1.07,    4.37,   96.13,  100.28,    1.60,    0.85,    6.45,    4.78,    1.66
52.22961,21.01811,2019,12,27,    2.39,   -0.55,    1.17,    0.58,    3.85,   93.34,  100.70,    3.18,    2.22,    7.09,    5.27,    2.94
52.22961,21.01811,2019,12,28,    0.40,   -2.91,   -1.41,    0.14,    2.83,   83.91,  101.73,    3.56,    3.00,    8.65,    6.42,    3.32
52.22961,21.01811,2019,12,29,   -0.49,   -4.03,   -2.66,    0.06,    2.43,   79.24,  102.25,    5.13,    3.81,    4.44,    3.01,    3.54
52.22961,21.01811,2019,12,30,    2.23,   -2.12,    0.14,    0.05,    2.72,   71.58,  101.32,    5.47,    3.67,    9.52,    7.19,    4.35
52.22961,21.01811,2019,12,31,    4.04,    0.38,    1.99,    1.31,    3.82,   87.04,  100.33,    5.88,    4.39,   12.05,    8.86,    3.66
52.22961,21.01811,2020,01,01,    0.74,   -0.94,   -0.32,    0.30,    3.49,   95.01,  101.38,    2.95,    2.23,    7.48,    5.61,    1.68
52.22961,21.01811,2020,01,02,    2.32,   -3.46,   -1.05,    0.05,    3.03,   86.78,  101.13,    2.18,    2.78,    8.12,    5.53,    5.78
52.22961,21.01811,2020,01,03,    2.38,   -3.28,   -0.41,    0.14,    3.27,   88.74,  100.47,    4.07,    2.91,    8.29,    5.53,    5.66
52.22961,21.01811,2020,01,04,    2.38,    0.15,    1.39,    3.41,    4.03,   95.31,   99.67,    3.72,    2.91,   10.33,    7.64,    2.23
52.22961,21.01811,2020,01,05,    2.15,   -3.33,   -0.61,    0.31,    3.24,   89.80,  101.03,    7.50,    5.03,    8.54,    5.97,    5.48
52.22961,21.01811,2020,01,06,    1.15,   -2.90,   -0.95,    0.52,    3.24,   92.39,  101.39,    3.88,    3.15,    6.30,    4.50,    4.05
52.22961,21.01811,2020,01,07,    2.12,   -3.08,   -1.28,    0.08,    3.01,   87.58,  101.09,    1.30,    1.31,    4.52,    2.87,    5.20
52.22961,21.01811,2020,01,08,    4.69,   -2.00,    1.11,    4.62,    3.86,   94.26,  101.00,    4.65,    3.96,    7.76,    5.29,    6.69
52.22961,21.01811,2020,01,09,    3.49,    1.83,    2.42,    3.42,    4.39,   97.32,  100.55,    3.88,    3.69,    6.70,    4.09,    1.66
52.22961,21.01811,2020,01,10,    5.84,    2.53,    4.33,    2.63,    4.80,   92.40,  100.01,    3.74,    2.65,    8.68,    6.05,    3.30
52.22961,21.01811,2020,01,11,    5.02,   -0.04,    3.33,    0.53,    4.47,   93.10,  100.92,    7.19,    6.68,    7.99,    5.57,    5.07
52.22961,21.01811,2020,01,12,    3.71,   -0.45,    1.18,    0.05,    3.78,   91.80,  100.84,    3.45,    4.24,    8.46,    5.98,    4.16
52.22961,21.01811,2020,01,13,    4.49,   -0.23,    2.78,    1.05,    4.39,   94.75,  100.55,    4.38,    4.60,    8.01,    5.50,    4.72
52.22961,21.01811,2020,01,14,    4.49,   -1.17,    1.07,    0.04,    3.55,   86.70,  100.54,    3.62,    3.94,    7.61,    5.02,    5.67
52.22961,21.01811,2020,01,15,    6.68,   -1.24,    1.91,    0.00,    3.31,   76.24,  100.63,    1.89,    2.64,    9.00,    6.23,    7.91
52.22961,21.01811,2020,01,16,    6.80,   -1.09,    1.55,    0.05,    3.99,   94.71,  101.30,    5.46,    3.32,    6.62,    4.32,    7.89
52.22961,21.01811,2020,01,17,    3.25,   -1.94,    0.17,    0.12,    3.52,   92.48,  101.38,    6.92,    4.78,    6.09,    4.72,    5.18
52.22961,21.01811,2020,01,18,    2.63,   -1.38,    0.92,    0.72,    3.87,   95.64,  100.81,    4.55,    4.38,    5.47,    3.83,    4.01
52.22961,21.01811,2020,01,19,    4.73,   -0.44,    1.18,    0.32,    3.88,   94.85,  101.60,    2.78,    1.94,    3.56,    2.48,    5.17
52.22961,21.01811,2020,01,20,    3.45,   -1.06,    0.60,    0.13,    3.55,   91.65,  102.72,    5.92,    4.71,    6.24,    4.29,    4.51
52.22961,21.01811,2020,01,21,    5.14,   -1.36,    1.08,    0.27,    3.44,   85.15,  101.96,    3.51,    3.06,   10.61,    8.12,    6.50
52.22961,21.01811,2020,01,22,    4.56,   -0.86,    1.40,    0.98,    3.85,   92.13,  100.89,    4.02,    3.88,   10.84,    8.26,    5.42
52.22961,21.01811,2020,01,23,    1.84,   -2.16,   -0.70,    0.11,    3.28,   91.89,  101.49,    2.93,    2.89,    7.67,    5.57,    4.01
52.22961,21.01811,2020,01,24,    2.75,   -2.34,   -0.64,    0.08,    3.08,   85.17,  100.69,    1.66,    3.54,    8.36,    6.05,    5.08
52.22961,21.01811,2020,01,25,    1.18,   -1.11,   -0.22,    0.65,    3.45,   92.35,  100.49,    2.76,    3.27,    7.21,    5.44,    2.29
52.22961,21.01811,2020,01,26,    2.00,   -1.95,   -0.82,    0.19,    3.20,   89.73,  100.56,    1.28,    1.64,    4.49,    2.87,    3.95
52.22961,21.01811,2020,01,27,    2.98,   -1.96,   -0.23,    0.07,    3.53,   94.17,   99.97,    3.42,    1.25,    5.04,    3.10,    4.94
52.22961,21.01811,2020,01,28,    2.51,   -1.49,    0.34,    1.61,    3.67,   92.73,   98.76,    4.67,    3.14,    7.63,    5.48,    4.01
52.22961,21.01811,2020,01,29,    2.43,   -0.49,    0.83,    6.25,    3.87,   94.04,   98.39,    3.66,    4.54,    9.77,    7.09,    2.92
52.22961,21.01811,2020,01,30,    3.85,    0.58,    1.92,    3.30,    4.10,   92.82,   99.15,    1.75,    1.64,    9.68,    7.14,    3.27
52.22961,21.01811,2020,01,31,    6.83,    0.62,    3.94,    8.65,    4.89,   95.26,   98.53,    7.32,    5.50,   10.91,    7.85,    6.21
52.22961,21.01811,2020,02,01,    9.69,    3.88,    7.14,    5.18,    6.15,   96.21,   98.85,    6.24,    5.65,    8.84,    5.95,    5.82
52.22961,21.01811,2020,02,02,    8.77,    3.49,    5.93,    1.89,    5.23,   88.77,   98.69,    8.36,    7.43,   11.54,    8.27,    5.28
52.22961,21.01811,2020,02,03,    4.99,    0.17,    2.65,    1.10,    4.15,   89.14,   98.97,    4.65,    5.09,    7.16,    4.95,    4.82
52.22961,21.01811,2020,02,04,    5.08,    1.56,    3.40,    2.01,    4.73,   95.75,   98.52,    2.56,    2.21,    6.39,    4.01,    3.52
52.22961,21.01811,2020,02,05,    1.54,   -3.51,   -1.19,    0.70,    2.69,   77.32,  100.44,    3.90,    4.67,    8.11,    5.73,    5.05
52.22961,21.01811,2020,02,06,    2.42,   -3.02,    0.69,    1.80,    3.81,   95.66,  100.55,    4.52,    4.99,    9.23,    6.81,    5.44
52.22961,21.01811,2020,02,07,    1.19,   -5.48,   -2.33,    0.09,    2.26,   71.20,  101.32,    4.93,    3.93,    4.95,    3.36,    6.68
52.22961,21.01811,2020,02,08,    4.07,   -3.92,   -1.10,    0.00,    2.27,   65.44,  101.31,    3.99,    2.61,    5.43,    3.38,    7.99
52.22961,21.01811,2020,02,09,    6.19,   -2.35,    0.97,    0.00,    3.36,   82.50,  100.45,    7.74,    6.40,    9.27,    6.39,    8.54
52.22961,21.01811,2020,02,10,    8.35,    0.61,    4.45,   10.39,    4.76,   88.82,   97.84,    7.06,    5.73,   15.00,   11.19,    7.74
52.22961,21.01811,2020,02,11,    4.27,    0.08,    2.00,    3.40,    4.05,   89.91,   97.82,    6.12,    4.97,   11.50,    8.61,    4.19
52.22961,21.01811,2020,02,12,    3.94,    0.61,    2.17,    2.46,    3.80,   84.37,   98.88,    3.13,    2.83,   12.26,    9.32,    3.33
52.22961,21.01811,2020,02,13,    5.26,   -1.06,    1.56,    0.37,    3.54,   82.83,   99.80,    5.94,    6.55,    9.61,    6.65,    6.32
52.22961,21.01811,2020,02,14,    3.67,   -1.99,    0.34,    2.13,    3.56,   91.08,   99.94,    7.03,    4.79,    4.39,    2.99,    5.65
52.22961,21.01811,2020,02,15,    4.10,   -2.35,   -0.31,    0.11,    3.35,   90.92,  101.19,    8.11,    5.60,    5.37,    3.75,    6.45
52.22961,21.01811,2020,02,16,    9.70,   -1.53,    4.48,    0.03,    4.06,   77.65,  100.34,    6.33,    4.19,   11.69,    8.75,   11.23
52.22961,21.01811,2020,02,17,   11.62,    6.00,    7.93,    0.21,    4.99,   74.77,   99.87,    6.61,    6.76,   10.90,    7.38,    5.62
52.22961,21.01811,2020,02,18,    9.14,    0.87,    5.22,    1.42,    4.84,   87.61,  100.15,    3.66,    4.78,    9.40,    6.70,    8.27
52.22961,21.01811,2020,02,19,    8.04,    0.36,    3.66,    0.80,    4.11,   83.00,   99.99,    2.65,    3.58,    8.14,    5.54,    7.67
52.22961,21.01811,2020,02,20,    5.58,   -1.00,    2.22,    0.78,    3.86,   86.61,  100.45,    5.60,    3.98,    6.11,    4.31,    6.58
52.22961,21.01811,2020,02,21,    4.78,   -1.38,    1.06,    2.71,    3.76,   91.54,  100.19,    3.72,    4.22,    8.75,    6.11,    6.16
52.22961,21.01811,2020,02,22,    8.39,   -0.38,    4.56,    0.35,    4.03,   76.56,  100.34,    8.89,    6.16,   11.31,    8.67,    8.77
52.22961,21.01811,2020,02,23,    7.42,    1.85,    5.09,   10.58,    4.65,   84.11,   99.11,   12.71,    9.06,   10.05,    7.61,    5.57
52.22961,21.01811,2020,02,24,    6.13,    0.73,    3.09,    2.75,    4.16,   87.00,   99.46,    7.30,    6.81,    9.94,    7.29,    5.40
52.22961,21.01811,2020,02,25,   10.31,    0.65,    5.36,    4.61,    5.38,   94.84,   98.44,    4.14,    4.15,    8.33,    5.85,    9.66
52.22961,21.01811,2020,02,26,    6.92,    1.56,    3.86,    2.11,    4.74,   92.26,   97.91,    3.03,    2.75,    6.11,    4.40,    5.36
52.22961,21.01811,2020,02,27,    4.01,   -2.39,    1.15,    1.19,    3.55,   84.40,   98.55,    3.95,    5.24,    7.72,    5.50,    6.39
52.22961,21.01811,2020,02,28,    4.43,   -2.40,    0.55,    0.23,    3.44,   86.09,   99.33,    6.68,    5.05,    6.03,    4.17,    6.83
52.22961,21.01811,2020,02,29,    7.24,   -1.28,    2.85,    0.23,    3.56,   75.58,   99.33,    6.06,    3.90,    9.06,    6.66,    8.52
52.22961,21.01811,2020,03,01,    9.69,    2.87,    5.57,    2.43,    4.81,   83.85,   98.76,    3.17,    2.32,    8.83,    6.25,    6.82
52.22961,21.01811,2020,03,02,    4.63,    1.31,    3.27,    6.29,    4.71,   95.98,   98.37,    4.16,    3.99,    6.03,    4.18,    3.32
52.22961,21.01811,2020,03,03,   11.72,    1.16,    6.24,    1.26,    5.52,   91.53,   98.53,    4.94,    4.20,    6.91,    4.89,   10.56
52.22961,21.01811,2020,03,04,    6.19,    1.68,    4.14,    0.52,    4.37,   84.69,   99.39,    4.16,    4.39,    5.98,    4.14,    4.51
52.22961,21.01811,2020,03,05,    8.26,   -1.81,    2.62,    0.05,    3.50,   75.62,   99.44,    6.07,    2.12,    5.49,    3.28,   10.06
52.22961,21.01811,2020,03,06,    4.62,   -2.02,    1.74,    1.78,    3.84,   87.83,   98.81,    2.98,    3.58,    8.55,    6.19,    6.64
52.22961,21.01811,2020,03,07,    9.16,    1.32,    4.56,    0.44,    4.61,   86.73,   99.27,    2.20,    2.46,    6.27,    4.18,    7.84
52.22961,21.01811,2020,03,08,    7.05,    0.05,    3.74,    0.65,    4.24,   85.35,  100.30,    3.82,    3.63,    5.07,    3.68,    7.00
52.22961,21.01811,2020,03,09,    8.94,   -0.93,    3.19,    0.03,    3.83,   79.90,  100.02,    3.46,    2.92,    5.85,    3.63,    9.87
52.22961,21.01811,2020,03,10,   10.38,   -0.45,    4.92,    0.22,    4.41,   81.06,   99.61,    6.66,    4.25,    6.71,    4.41,   10.83
52.22961,21.01811,2020,03,11,   11.55,    2.19,    7.16,    5.06,    4.95,   77.48,   99.00,    5.87,    6.90,   11.66,    8.44,    9.36
52.22961,21.01811,2020,03,12,   15.98,    1.49,    7.80,    2.25,    5.48,   82.23,   99.18,   10.64,    8.69,   12.11,    8.91,   14.49
52.22961,21.01811,2020,03,13,    9.17,    0.42,    4.90,    1.17,    4.04,   74.21,   99.40,    4.51,    4.17,   10.58,    7.75,    8.75
52.22961,21.01811,2020,03,14,    4.29,   -5.37,    0.59,    0.76,    2.71,   68.40,  100.51,   10.18,    8.55,   10.04,    7.43,    9.67
